iso_code,location,total_deaths_per_million,total_deaths_per_million,people_vaccinated_per_hundred,date
DOM,Dominican Republic,301.902,301.902,,2021-03-22
DOM,Dominican Republic,302.639,302.639,7.37,2021-03-23
DOM,Dominican Republic,303.192,303.192,,2021-03-24
DOM,Dominican Republic,303.745,303.745,,2021-03-25
DOM,Dominican Republic,304.022,304.022,,2021-03-26
DOM,Dominican Republic,304.391,304.391,,2021-03-27
DOM,Dominican Republic,304.575,304.575,,2021-03-28
DOM,Dominican Republic,304.852,304.852,,2021-03-29
DOM,Dominican Republic,305.773,305.773,7.9,2021-03-30
DOM,Dominican Republic,306.511,306.511,,2021-03-31
DOM,Dominican Republic,306.972,306.972,,2021-04-01
DOM,Dominican Republic,307.34,307.34,,2021-04-02
DOM,Dominican Republic,307.986,307.986,,2021-04-03
DOM,Dominican Republic,308.447,308.447,,2021-04-04
DOM,Dominican Republic,308.908,308.908,,2021-04-05
DOM,Dominican Republic,309.276,309.276,,2021-04-06
DOM,Dominican Republic,310.567,310.567,,2021-04-07
DOM,Dominican Republic,311.397,311.397,,2021-04-08
DOM,Dominican Republic,311.765,311.765,,2021-04-09
DOM,Dominican Republic,312.042,312.042,,2021-04-10
DOM,Dominican Republic,312.318,312.318,,2021-04-11
DOM,Dominican Republic,312.687,312.687,,2021-04-12
DOM,Dominican Republic,313.148,313.148,,2021-04-13
DOM,Dominican Republic,313.609,313.609,8.39,2021-04-14
DOM,Dominican Republic,313.886,313.886,,2021-04-15
DOM,Dominican Republic,314.346,314.346,,2021-04-16
DOM,Dominican Republic,314.715,314.715,,2021-04-17
DOM,Dominican Republic,315.084,315.084,,2021-04-18
DOM,Dominican Republic,315.453,315.453,,2021-04-19
DOM,Dominican Republic,315.821,315.821,,2021-04-20
DOM,Dominican Republic,316.651,316.651,,2021-04-21
DOM,Dominican Republic,317.204,317.204,,2021-04-22
DOM,Dominican Republic,317.849,317.849,,2021-04-23
DOM,Dominican Republic,318.126,318.126,,2021-04-24
DOM,Dominican Republic,318.403,318.403,9.16,2021-04-25
DOM,Dominican Republic,318.863,318.863,9.49,2021-04-26
DOM,Dominican Republic,319.14,319.14,9.84,2021-04-27
DOM,Dominican Republic,319.601,319.601,10.2,2021-04-28
DOM,Dominican Republic,319.97,319.97,10.54,2021-04-29
DOM,Dominican Republic,320.799,320.799,10.82,2021-04-30
DOM,Dominican Republic,321.445,321.445,10.93,2021-05-01
DOM,Dominican Republic,321.998,321.998,10.99,2021-05-02
DOM,Dominican Republic,322.551,322.551,11.54,2021-05-03
DOM,Dominican Republic,323.012,323.012,12.16,2021-05-04
DOM,Dominican Republic,323.473,323.473,12.81,2021-05-05
DOM,Dominican Republic,323.934,323.934,13.43,2021-05-06
DOM,Dominican Republic,324.21,324.21,13.97,2021-05-07
DOM,Dominican Republic,324.763,324.763,14.15,2021-05-08
DOM,Dominican Republic,325.593,325.593,14.23,2021-05-09
DOM,Dominican Republic,326.33,326.33,15.4,2021-05-10
DOM,Dominican Republic,327.252,327.252,16.83,2021-05-11
DOM,Dominican Republic,327.621,327.621,18.3,2021-05-12
DOM,Dominican Republic,328.174,328.174,19.57,2021-05-13
DOM,Dominican Republic,328.635,328.635,20.75,2021-05-14
DOM,Dominican Republic,329.004,329.004,21.06,2021-05-15
DOM,Dominican Republic,330.202,330.202,21.19,2021-05-16
DOM,Dominican Republic,330.847,330.847,,2021-05-17
DOM,Dominican Republic,331.585,331.585,23.46,2021-05-18
DOM,Dominican Republic,331.585,331.585,24.51,2021-05-19
DOM,Dominican Republic,331.861,331.861,25.34,2021-05-20
DOM,Dominican Republic,332.138,332.138,26.02,2021-05-21
DOM,Dominican Republic,332.414,332.414,26.23,2021-05-22
DOM,Dominican Republic,332.414,332.414,26.33,2021-05-23
DOM,Dominican Republic,332.783,332.783,27.04,2021-05-24
DOM,Dominican Republic,332.783,332.783,27.69,2021-05-25
DOM,Dominican Republic,333.06,333.06,28.25,2021-05-26
DOM,Dominican Republic,333.705,333.705,28.72,2021-05-27
DOM,Dominican Republic,333.982,333.982,29.09,2021-05-28
DOM,Dominican Republic,334.442,334.442,29.21,2021-05-29
DOM,Dominican Republic,334.442,334.442,29.23,2021-05-30
DOM,Dominican Republic,334.442,334.442,29.72,2021-05-31
DOM,Dominican Republic,334.996,334.996,30.55,2021-06-01
DOM,Dominican Republic,335.272,335.272,31.57,2021-06-02
DOM,Dominican Republic,335.733,335.733,32.54,2021-06-03
DOM,Dominican Republic,336.102,336.102,33.99,2021-06-04
DOM,Dominican Republic,336.655,336.655,34.89,2021-06-05
DOM,Dominican Republic,336.839,336.839,35.48,2021-06-06
DOM,Dominican Republic,336.931,336.931,,2021-06-07
ECU,Ecuador,,,,2020-03-01
ECU,Ecuador,,,,2020-03-02
ECU,Ecuador,,,,2020-03-03
ECU,Ecuador,,,,2020-03-04
ECU,Ecuador,,,,2020-03-05
ECU,Ecuador,,,,2020-03-06
ECU,Ecuador,,,,2020-03-07
ECU,Ecuador,,,,2020-03-08
ECU,Ecuador,,,,2020-03-09
ECU,Ecuador,,,,2020-03-10
ECU,Ecuador,,,,2020-03-11
ECU,Ecuador,,,,2020-03-12
ECU,Ecuador,,,,2020-03-13
ECU,Ecuador,0.113,0.113,,2020-03-14
ECU,Ecuador,0.113,0.113,,2020-03-15
ECU,Ecuador,0.113,0.113,,2020-03-16
ECU,Ecuador,0.113,0.113,,2020-03-17
ECU,Ecuador,0.113,0.113,,2020-03-18
ECU,Ecuador,0.17,0.17,,2020-03-19
ECU,Ecuador,0.283,0.283,,2020-03-20
ECU,Ecuador,0.397,0.397,,2020-03-21
ECU,Ecuador,0.794,0.794,,2020-03-22
ECU,Ecuador,1.02,1.02,,2020-03-23
ECU,Ecuador,1.53,1.53,,2020-03-24
ECU,Ecuador,1.587,1.587,,2020-03-25
ECU,Ecuador,1.927,1.927,,2020-03-26
ECU,Ecuador,2.04,2.04,,2020-03-27
ECU,Ecuador,2.721,2.721,,2020-03-28
ECU,Ecuador,3.287,3.287,,2020-03-29
ECU,Ecuador,3.401,3.401,,2020-03-30
ECU,Ecuador,4.251,4.251,,2020-03-31
ECU,Ecuador,5.271,5.271,,2020-04-01
ECU,Ecuador,6.802,6.802,,2020-04-02
ECU,Ecuador,8.219,8.219,,2020-04-03
ECU,Ecuador,9.749,9.749,,2020-04-04
ECU,Ecuador,10.202,10.202,,2020-04-05
ECU,Ecuador,10.826,10.826,,2020-04-06
ECU,Ecuador,10.826,10.826,,2020-04-07
ECU,Ecuador,13.716,13.716,,2020-04-08
ECU,Ecuador,15.417,15.417,,2020-04-09
ECU,Ecuador,16.834,16.834,,2020-04-10
ECU,Ecuador,17.854,17.854,,2020-04-11
ECU,Ecuador,18.874,18.874,,2020-04-12
ECU,Ecuador,20.121,20.121,,2020-04-13
ECU,Ecuador,20.915,20.915,,2020-04-14
ECU,Ecuador,21.992,21.992,,2020-04-15
ECU,Ecuador,22.842,22.842,,2020-04-16
ECU,Ecuador,23.862,23.862,,2020-04-17
ECU,Ecuador,25.846,25.846,,2020-04-18
ECU,Ecuador,26.866,26.866,,2020-04-19
ECU,Ecuador,28.737,28.737,,2020-04-20
ECU,Ecuador,29.473,29.473,,2020-04-21
ECU,Ecuador,30.437,30.437,,2020-04-22
ECU,Ecuador,31.741,31.741,,2020-04-23
ECU,Ecuador,32.647,32.647,,2020-04-24
ECU,Ecuador,32.647,32.647,,2020-04-25
ECU,Ecuador,32.647,32.647,,2020-04-26
ECU,Ecuador,37.579,37.579,,2020-04-27
ECU,Ecuador,49.368,49.368,,2020-04-28
ECU,Ecuador,50.048,50.048,,2020-04-29
ECU,Ecuador,51.012,51.012,,2020-04-30
ECU,Ecuador,60.25,60.25,,2020-05-01
ECU,Ecuador,77.708,77.708,,2020-05-02
ECU,Ecuador,88.647,88.647,,2020-05-03
ECU,Ecuador,88.93,88.93,,2020-05-04
ECU,Ecuador,88.93,88.93,,2020-05-05
ECU,Ecuador,91.707,91.707,,2020-05-06
ECU,Ecuador,93.748,93.748,,2020-05-07
ECU,Ecuador,96.582,96.582,,2020-05-08
ECU,Ecuador,97.319,97.319,,2020-05-09
ECU,Ecuador,120.557,120.557,,2020-05-10
ECU,Ecuador,121.578,121.578,,2020-05-11
ECU,Ecuador,131.893,131.893,,2020-05-12
ECU,Ecuador,132.29,132.29,,2020-05-13
ECU,Ecuador,132.517,132.517,,2020-05-14
ECU,Ecuador,147.027,147.027,,2020-05-15
ECU,Ecuador,152.355,152.355,,2020-05-16
ECU,Ecuador,155.075,155.075,,2020-05-17
ECU,Ecuador,158.646,158.646,,2020-05-18
ECU,Ecuador,160.913,160.913,,2020-05-19
ECU,Ecuador,163.69,163.69,,2020-05-20
ECU,Ecuador,166.581,166.581,,2020-05-21
ECU,Ecuador,173.213,173.213,,2020-05-22
ECU,Ecuador,175.48,175.48,,2020-05-23
ECU,Ecuador,176.16,176.16,,2020-05-24
ECU,Ecuador,181.544,181.544,,2020-05-25
ECU,Ecuador,181.544,181.544,,2020-05-26
ECU,Ecuador,185.625,185.625,,2020-05-27
ECU,Ecuador,187.779,187.779,,2020-05-28
ECU,Ecuador,188.969,188.969,,2020-05-29
ECU,Ecuador,188.969,188.969,,2020-05-30
ECU,Ecuador,190.33,190.33,,2020-05-31
ECU,Ecuador,190.33,190.33,,2020-06-01
ECU,Ecuador,194.864,194.864,,2020-06-02
ECU,Ecuador,197.585,197.585,,2020-06-03
ECU,Ecuador,197.585,197.585,,2020-06-04
ECU,Ecuador,200.305,200.305,,2020-06-05
ECU,Ecuador,204.5,204.5,,2020-06-06
ECU,Ecuador,205.237,205.237,,2020-06-07
ECU,Ecuador,206.427,206.427,,2020-06-08
ECU,Ecuador,209.147,209.147,,2020-06-09
ECU,Ecuador,210.848,210.848,,2020-06-10
ECU,Ecuador,210.848,210.848,,2020-06-11
ECU,Ecuador,216.969,216.969,,2020-06-12
ECU,Ecuador,219.576,219.576,,2020-06-13
ECU,Ecuador,220.823,220.823,,2020-06-14
ECU,Ecuador,222.694,222.694,,2020-06-15
ECU,Ecuador,225.018,225.018,,2020-06-16
ECU,Ecuador,227.115,227.115,,2020-06-17
ECU,Ecuador,231.649,231.649,,2020-06-18
ECU,Ecuador,235.56,235.56,,2020-06-19
ECU,Ecuador,235.56,235.56,,2020-06-20
ECU,Ecuador,239.358,239.358,,2020-06-21
ECU,Ecuador,239.358,239.358,,2020-06-22
ECU,Ecuador,242.248,242.248,,2020-06-23
ECU,Ecuador,242.248,242.248,,2020-06-24
ECU,Ecuador,246.159,246.159,,2020-06-25
ECU,Ecuador,249.73,249.73,,2020-06-26
ECU,Ecuador,250.75,250.75,,2020-06-27
ECU,Ecuador,251.034,251.034,,2020-06-28
ECU,Ecuador,255.171,255.171,,2020-06-29
ECU,Ecuador,256.588,256.588,,2020-06-30
ECU,Ecuador,259.365,259.365,,2020-07-01
ECU,Ecuador,262.936,262.936,,2020-07-02
ECU,Ecuador,266.394,266.394,,2020-07-03
ECU,Ecuador,270.305,270.305,,2020-07-04
ECU,Ecuador,270.985,270.985,,2020-07-05
ECU,Ecuador,273.252,273.252,,2020-07-06
ECU,Ecuador,276.199,276.199,,2020-07-07
ECU,Ecuador,276.199,276.199,,2020-07-08
ECU,Ecuador,277.73,277.73,,2020-07-09
ECU,Ecuador,279.94,279.94,,2020-07-10
ECU,Ecuador,285.155,285.155,,2020-07-11
ECU,Ecuador,286.061,286.061,,2020-07-12
ECU,Ecuador,286.968,286.968,,2020-07-13
ECU,Ecuador,290.766,290.766,,2020-07-14
ECU,Ecuador,292.353,292.353,,2020-07-15
ECU,Ecuador,295.13,295.13,,2020-07-16
ECU,Ecuador,297.567,297.567,,2020-07-17
ECU,Ecuador,299.381,299.381,,2020-07-18
ECU,Ecuador,301.138,301.138,,2020-07-19
ECU,Ecuador,301.422,301.422,,2020-07-20
ECU,Ecuador,304.142,304.142,,2020-07-21
ECU,Ecuador,307.09,307.09,,2020-07-22
ECU,Ecuador,308.28,308.28,,2020-07-23
ECU,Ecuador,309.924,309.924,,2020-07-24
ECU,Ecuador,312.134,312.134,,2020-07-25
ECU,Ecuador,312.587,312.587,,2020-07-26
ECU,Ecuador,313.551,313.551,,2020-07-27
ECU,Ecuador,316.498,316.498,,2020-07-28
ECU,Ecuador,318.709,318.709,,2020-07-29
ECU,Ecuador,320.636,320.636,,2020-07-30
ECU,Ecuador,323.187,323.187,,2020-07-31
ECU,Ecuador,325.114,325.114,,2020-08-01
ECU,Ecuador,325.114,325.114,,2020-08-02
ECU,Ecuador,326.871,326.871,,2020-08-03
ECU,Ecuador,329.195,329.195,,2020-08-04
ECU,Ecuador,331.405,331.405,,2020-08-05
ECU,Ecuador,333.105,333.105,,2020-08-06
ECU,Ecuador,334.239,334.239,,2020-08-07
ECU,Ecuador,335.316,335.316,,2020-08-08
ECU,Ecuador,335.656,335.656,,2020-08-09
ECU,Ecuador,336.223,336.223,,2020-08-10
ECU,Ecuador,337.3,337.3,,2020-08-11
ECU,Ecuador,339.17,339.17,,2020-08-12
ECU,Ecuador,340.644,340.644,,2020-08-13
ECU,Ecuador,341.777,341.777,,2020-08-14
ECU,Ecuador,343.761,343.761,,2020-08-15
ECU,Ecuador,344.045,344.045,,2020-08-16
ECU,Ecuador,344.781,344.781,,2020-08-17
ECU,Ecuador,346.028,346.028,,2020-08-18
ECU,Ecuador,348.352,348.352,,2020-08-19
ECU,Ecuador,351.413,351.413,,2020-08-20
ECU,Ecuador,354.134,354.134,,2020-08-21
ECU,Ecuador,355.777,355.777,,2020-08-22
ECU,Ecuador,357.648,357.648,,2020-08-23
ECU,Ecuador,358.328,358.328,,2020-08-24
ECU,Ecuador,360.935,360.935,,2020-08-25
ECU,Ecuador,363.316,363.316,,2020-08-26
ECU,Ecuador,366.773,366.773,,2020-08-27
ECU,Ecuador,368.644,368.644,,2020-08-28
ECU,Ecuador,370.514,370.514,,2020-08-29
ECU,Ecuador,371.534,371.534,,2020-08-30
ECU,Ecuador,371.591,371.591,,2020-08-31
ECU,Ecuador,372.441,372.441,,2020-09-01
ECU,Ecuador,375.162,375.162,,2020-09-02
ECU,Ecuador,376.805,376.805,,2020-09-03
ECU,Ecuador,378.279,378.279,,2020-09-04
ECU,Ecuador,381.113,381.113,,2020-09-05
ECU,Ecuador,381.113,381.113,,2020-09-06
ECU,Ecuador,599.443,599.443,,2020-09-07
ECU,Ecuador,602.333,602.333,,2020-09-08
ECU,Ecuador,606.527,606.527,,2020-09-09
ECU,Ecuador,609.248,609.248,,2020-09-10
ECU,Ecuador,614.179,614.179,,2020-09-11
ECU,Ecuador,615.766,615.766,,2020-09-12
ECU,Ecuador,617.977,617.977,,2020-09-13
ECU,Ecuador,619.054,619.054,,2020-09-14
ECU,Ecuador,621.377,621.377,,2020-09-15
ECU,Ecuador,623.248,623.248,,2020-09-16
ECU,Ecuador,625.118,625.118,,2020-09-17
ECU,Ecuador,625.969,625.969,,2020-09-18
ECU,Ecuador,628.236,628.236,,2020-09-19
ECU,Ecuador,628.576,628.576,,2020-09-20
ECU,Ecuador,628.859,628.859,,2020-09-21
ECU,Ecuador,630.616,630.616,,2020-09-22
ECU,Ecuador,633.167,633.167,,2020-09-23
ECU,Ecuador,635.547,635.547,,2020-09-24
ECU,Ecuador,636.851,636.851,,2020-09-25
ECU,Ecuador,638.948,638.948,,2020-09-26
ECU,Ecuador,639.288,639.288,,2020-09-27
ECU,Ecuador,639.345,639.345,,2020-09-28
ECU,Ecuador,641.159,641.159,,2020-09-29
ECU,Ecuador,643.596,643.596,,2020-09-30
ECU,Ecuador,648.017,648.017,,2020-10-01
ECU,Ecuador,651.531,651.531,,2020-10-02
ECU,Ecuador,657.312,657.312,,2020-10-03
ECU,Ecuador,660.146,660.146,,2020-10-04
ECU,Ecuador,662.073,662.073,,2020-10-05
ECU,Ecuador,663.264,663.264,,2020-10-06
ECU,Ecuador,665.587,665.587,,2020-10-07
ECU,Ecuador,688.146,688.146,,2020-10-08
ECU,Ecuador,690.073,690.073,,2020-10-09
ECU,Ecuador,690.81,690.81,,2020-10-10
ECU,Ecuador,690.98,690.98,,2020-10-11
ECU,Ecuador,692.51,692.51,,2020-10-12
ECU,Ecuador,693.474,693.474,,2020-10-13
ECU,Ecuador,695.118,695.118,,2020-10-14
ECU,Ecuador,697.498,697.498,,2020-10-15
ECU,Ecuador,700.389,700.389,,2020-10-16
ECU,Ecuador,701.409,701.409,,2020-10-17
ECU,Ecuador,702.089,702.089,,2020-10-18
ECU,Ecuador,702.543,702.543,,2020-10-19
ECU,Ecuador,703.053,703.053,,2020-10-20
ECU,Ecuador,705.83,705.83,,2020-10-21
ECU,Ecuador,708.494,708.494,,2020-10-22
ECU,Ecuador,710.081,710.081,,2020-10-23
ECU,Ecuador,710.874,710.874,,2020-10-24
ECU,Ecuador,711.498,711.498,,2020-10-25
ECU,Ecuador,712.631,712.631,,2020-10-26
ECU,Ecuador,713.482,713.482,,2020-10-27
ECU,Ecuador,714.615,714.615,,2020-10-28
ECU,Ecuador,715.409,715.409,,2020-10-29
ECU,Ecuador,715.976,715.976,,2020-10-30
ECU,Ecuador,718.129,718.129,,2020-10-31
ECU,Ecuador,718.923,718.923,,2020-11-01
ECU,Ecuador,719.376,719.376,,2020-11-02
ECU,Ecuador,719.716,719.716,,2020-11-03
ECU,Ecuador,720.056,720.056,,2020-11-04
ECU,Ecuador,721.53,721.53,,2020-11-05
ECU,Ecuador,723.287,723.287,,2020-11-06
ECU,Ecuador,726.348,726.348,,2020-11-07
ECU,Ecuador,727.198,727.198,,2020-11-08
ECU,Ecuador,727.708,727.708,,2020-11-09
ECU,Ecuador,728.275,728.275,,2020-11-10
ECU,Ecuador,732.299,732.299,,2020-11-11
ECU,Ecuador,733.773,733.773,,2020-11-12
ECU,Ecuador,735.53,735.53,,2020-11-13
ECU,Ecuador,736.664,736.664,,2020-11-14
ECU,Ecuador,737.287,737.287,,2020-11-15
ECU,Ecuador,737.741,737.741,,2020-11-16
ECU,Ecuador,738.251,738.251,,2020-11-17
ECU,Ecuador,739.781,739.781,,2020-11-18
ECU,Ecuador,740.971,740.971,,2020-11-19
ECU,Ecuador,742.218,742.218,,2020-11-20
ECU,Ecuador,744.712,744.712,,2020-11-21
ECU,Ecuador,748.226,748.226,,2020-11-22
ECU,Ecuador,749.587,749.587,,2020-11-23
ECU,Ecuador,751.797,751.797,,2020-11-24
ECU,Ecuador,753.157,753.157,,2020-11-25
ECU,Ecuador,754.744,754.744,,2020-11-26
ECU,Ecuador,757.125,757.125,,2020-11-27
ECU,Ecuador,757.862,757.862,,2020-11-28
ECU,Ecuador,760.809,760.809,,2020-11-29
ECU,Ecuador,762.963,762.963,,2020-11-30
ECU,Ecuador,765.23,765.23,,2020-12-01
ECU,Ecuador,768.688,768.688,,2020-12-02
ECU,Ecuador,771.521,771.521,,2020-12-03
ECU,Ecuador,776.283,776.283,,2020-12-04
ECU,Ecuador,779.683,779.683,,2020-12-05
ECU,Ecuador,780.93,780.93,,2020-12-06
ECU,Ecuador,781.044,781.044,,2020-12-07
ECU,Ecuador,781.837,781.837,,2020-12-08
ECU,Ecuador,782.971,782.971,,2020-12-09
ECU,Ecuador,785.011,785.011,,2020-12-10
ECU,Ecuador,785.465,785.465,,2020-12-11
ECU,Ecuador,786.372,786.372,,2020-12-12
ECU,Ecuador,786.428,786.428,,2020-12-13
ECU,Ecuador,786.428,786.428,,2020-12-14
ECU,Ecuador,787.618,787.618,,2020-12-15
ECU,Ecuador,788.695,788.695,,2020-12-16
ECU,Ecuador,789.659,789.659,,2020-12-17
ECU,Ecuador,790.226,790.226,,2020-12-18
ECU,Ecuador,790.566,790.566,,2020-12-19
ECU,Ecuador,790.566,790.566,,2020-12-20
ECU,Ecuador,790.622,790.622,,2020-12-21
ECU,Ecuador,790.622,790.622,,2020-12-22
ECU,Ecuador,791.359,791.359,,2020-12-23
ECU,Ecuador,792.21,792.21,,2020-12-24
ECU,Ecuador,792.606,792.606,,2020-12-25
ECU,Ecuador,792.946,792.946,,2020-12-26
ECU,Ecuador,793.06,793.06,,2020-12-27
ECU,Ecuador,793.173,793.173,,2020-12-28
ECU,Ecuador,793.57,793.57,,2020-12-29
ECU,Ecuador,794.817,794.817,,2020-12-30
ECU,Ecuador,795.44,795.44,,2020-12-31
ECU,Ecuador,796.404,796.404,,2021-01-01
ECU,Ecuador,796.857,796.857,,2021-01-02
ECU,Ecuador,796.857,796.857,,2021-01-03
ECU,Ecuador,797.424,797.424,,2021-01-04
ECU,Ecuador,799.351,799.351,,2021-01-05
ECU,Ecuador,801.788,801.788,,2021-01-06
ECU,Ecuador,802.469,802.469,,2021-01-07
ECU,Ecuador,802.865,802.865,,2021-01-08
ECU,Ecuador,803.545,803.545,,2021-01-09
ECU,Ecuador,803.545,803.545,,2021-01-10
ECU,Ecuador,803.942,803.942,,2021-01-11
ECU,Ecuador,804.622,804.622,,2021-01-12
ECU,Ecuador,806.493,806.493,,2021-01-13
ECU,Ecuador,807.456,807.456,,2021-01-14
ECU,Ecuador,808.987,808.987,,2021-01-15
ECU,Ecuador,811.424,811.424,,2021-01-16
ECU,Ecuador,811.594,811.594,,2021-01-17
ECU,Ecuador,811.764,811.764,,2021-01-18
ECU,Ecuador,815.165,815.165,,2021-01-19
ECU,Ecuador,818.282,818.282,,2021-01-20
ECU,Ecuador,823.327,823.327,0.0,2021-01-21
ECU,Ecuador,825.367,825.367,0.0,2021-01-22
ECU,Ecuador,827.294,827.294,,2021-01-23
ECU,Ecuador,828.824,828.824,,2021-01-24
ECU,Ecuador,829.731,829.731,,2021-01-25
ECU,Ecuador,831.375,831.375,,2021-01-26
ECU,Ecuador,833.416,833.416,0.02,2021-01-27
ECU,Ecuador,836.93,836.93,,2021-01-28
ECU,Ecuador,838.97,838.97,,2021-01-29
ECU,Ecuador,841.747,841.747,,2021-01-30
ECU,Ecuador,842.201,842.201,,2021-01-31
ECU,Ecuador,843.958,843.958,,2021-02-01
ECU,Ecuador,845.375,845.375,,2021-02-02
ECU,Ecuador,847.302,847.302,,2021-02-03
ECU,Ecuador,848.379,848.379,0.04,2021-02-04
ECU,Ecuador,849.172,849.172,,2021-02-05
ECU,Ecuador,850.419,850.419,,2021-02-06
ECU,Ecuador,850.873,850.873,,2021-02-07
ECU,Ecuador,850.929,850.929,,2021-02-08
ECU,Ecuador,855.067,855.067,,2021-02-09
ECU,Ecuador,856.767,856.767,,2021-02-10
ECU,Ecuador,860.055,860.055,,2021-02-11
ECU,Ecuador,862.662,862.662,,2021-02-12
ECU,Ecuador,865.439,865.439,,2021-02-13
ECU,Ecuador,868.387,868.387,,2021-02-14
ECU,Ecuador,870.314,870.314,,2021-02-15
ECU,Ecuador,872.411,872.411,,2021-02-16
ECU,Ecuador,872.524,872.524,0.04,2021-02-17
ECU,Ecuador,875.358,875.358,,2021-02-18
ECU,Ecuador,877.059,877.059,,2021-02-19
ECU,Ecuador,879.269,879.269,,2021-02-20
ECU,Ecuador,880.573,880.573,,2021-02-21
ECU,Ecuador,881.196,881.196,,2021-02-22
ECU,Ecuador,882.33,882.33,,2021-02-23
ECU,Ecuador,886.127,886.127,0.12,2021-02-24
ECU,Ecuador,888.111,888.111,,2021-02-25
ECU,Ecuador,890.605,890.605,,2021-02-26
ECU,Ecuador,894.346,894.346,,2021-02-27
ECU,Ecuador,896.16,896.16,,2021-02-28
ECU,Ecuador,897.35,897.35,0.2,2021-03-01
ECU,Ecuador,898.37,898.37,,2021-03-02
ECU,Ecuador,902.394,902.394,,2021-03-03
ECU,Ecuador,904.548,904.548,0.3,2021-03-04
ECU,Ecuador,906.702,906.702,0.37,2021-03-05
ECU,Ecuador,908.006,908.006,,2021-03-06
ECU,Ecuador,909.083,909.083,,2021-03-07
ECU,Ecuador,909.309,909.309,0.39,2021-03-08
ECU,Ecuador,910.783,910.783,0.39,2021-03-09
ECU,Ecuador,912.824,912.824,,2021-03-10
ECU,Ecuador,914.127,914.127,0.51,2021-03-11
ECU,Ecuador,917.811,917.811,0.66,2021-03-12
ECU,Ecuador,919.058,919.058,0.68,2021-03-13
ECU,Ecuador,920.249,920.249,,2021-03-14
ECU,Ecuador,920.475,920.475,0.69,2021-03-15
ECU,Ecuador,921.552,921.552,,2021-03-16
ECU,Ecuador,923.876,923.876,,2021-03-17
ECU,Ecuador,925.746,925.746,,2021-03-18
ECU,Ecuador,930.224,930.224,,2021-03-19
ECU,Ecuador,931.528,931.528,,2021-03-20
ECU,Ecuador,932.435,932.435,0.8,2021-03-21
ECU,Ecuador,933.965,933.965,,2021-03-22
ECU,Ecuador,935.439,935.439,0.81,2021-03-23
ECU,Ecuador,937.479,937.479,0.86,2021-03-24
ECU,Ecuador,939.86,939.86,,2021-03-25
ECU,Ecuador,942.694,942.694,0.98,2021-03-26
ECU,Ecuador,945.358,945.358,0.99,2021-03-27
ECU,Ecuador,948.702,948.702,,2021-03-28
ECU,Ecuador,949.155,949.155,1.03,2021-03-29
ECU,Ecuador,951.082,951.082,,2021-03-30
ECU,Ecuador,954.88,954.88,,2021-03-31
ECU,Ecuador,956.58,956.58,1.16,2021-04-01
ECU,Ecuador,958.451,958.451,,2021-04-02
ECU,Ecuador,959.527,959.527,,2021-04-03
ECU,Ecuador,961.058,961.058,1.2,2021-04-04
ECU,Ecuador,962.815,962.815,1.3,2021-04-05
ECU,Ecuador,963.778,963.778,1.38,2021-04-06
ECU,Ecuador,966.782,966.782,,2021-04-07
ECU,Ecuador,970.07,970.07,1.42,2021-04-08
ECU,Ecuador,972.507,972.507,,2021-04-09
ECU,Ecuador,979.139,979.139,,2021-04-10
ECU,Ecuador,980.159,980.159,,2021-04-11
ECU,Ecuador,980.442,980.442,,2021-04-12
ECU,Ecuador,983.446,983.446,,2021-04-13
ECU,Ecuador,986.223,986.223,1.92,2021-04-14
ECU,Ecuador,991.268,991.268,1.92,2021-04-15
ECU,Ecuador,993.478,993.478,2.01,2021-04-16
ECU,Ecuador,999.883,999.883,2.14,2021-04-17
ECU,Ecuador,1003.397,1003.397,2.18,2021-04-18
ECU,Ecuador,1003.397,1003.397,2.28,2021-04-19
ECU,Ecuador,1005.721,1005.721,2.39,2021-04-20
ECU,Ecuador,1009.122,1009.122,2.59,2021-04-21
ECU,Ecuador,1018.247,1018.247,2.76,2021-04-22
ECU,Ecuador,1023.745,1023.745,2.92,2021-04-23
ECU,Ecuador,1029.187,1029.187,3.02,2021-04-24
ECU,Ecuador,1030.263,1030.263,3.07,2021-04-25
ECU,Ecuador,1037.235,1037.235,3.15,2021-04-26
ECU,Ecuador,1042.28,1042.28,3.38,2021-04-27
ECU,Ecuador,1046.871,1046.871,3.59,2021-04-28
ECU,Ecuador,1051.518,1051.518,3.92,2021-04-29
ECU,Ecuador,1055.996,1055.996,4.24,2021-04-30
ECU,Ecuador,1061.267,1061.267,4.49,2021-05-01
ECU,Ecuador,1062.174,1062.174,4.66,2021-05-02
ECU,Ecuador,1063.591,1063.591,,2021-05-03
ECU,Ecuador,1069.146,1069.146,5.04,2021-05-04
ECU,Ecuador,1071.64,1071.64,5.24,2021-05-05
ECU,Ecuador,1077.931,1077.931,5.4,2021-05-06
ECU,Ecuador,1080.368,1080.368,5.56,2021-05-07
ECU,Ecuador,1084.676,1084.676,,2021-05-08
ECU,Ecuador,1089.494,1089.494,5.8,2021-05-09
ECU,Ecuador,1090.627,1090.627,,2021-05-10
ECU,Ecuador,1093.121,1093.121,6.05,2021-05-11
ECU,Ecuador,1096.692,1096.692,6.1,2021-05-12
ECU,Ecuador,1101.963,1101.963,6.25,2021-05-13
ECU,Ecuador,1106.044,1106.044,6.45,2021-05-14
ECU,Ecuador,1116.133,1116.133,6.53,2021-05-15
